sortie,name,start_s,end_s,start_node,end_node,start_altitude_m,end_altitude_m
P00003,leg2-cruise,3363.7031056496676,3859.3883402055853,"{'code': 'S002', 'longitude': 109.2585519, 'latitude': 23.0703271, 'elevation_m': 189.5}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",308.9542541503906,308.9542541503906
P00003,leg2-descent,3859.3883402055853,3931.8900418657418,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",308.9542541503906,127.7
P00005,leg1-climb,450.0,522.5017016601563,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,308.9542541503906
P00005,leg1-cruise,522.5017016601563,1018.186936216074,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S002', 'longitude': 109.2585519, 'latitude': 23.0703271, 'elevation_m': 189.5}",308.9542541503906,308.9542541503906
P00005,leg1-descent,1018.186936216074,1062.9140632912693,"{'code': 'S002', 'longitude': 109.2585519, 'latitude': 23.0703271, 'elevation_m': 189.5}","{'code': 'S002', 'longitude': 109.2585519, 'latitude': 23.0703271, 'elevation_m': 189.5}",308.9542541503906,219.5
P00005,S002-handoff,1062.9140632912693,1422.9140632912693,"{'code': 'S002', 'longitude': 109.2585519, 'latitude': 23.0703271, 'elevation_m': 189.5}","{'code': 'S002', 'longitude': 109.2585519, 'latitude': 23.0703271, 'elevation_m': 189.5}",219.5,219.5
P00005,leg2-climb,1422.9140632912693,1458.6957649514254,"{'code': 'S002', 'longitude': 109.2585519, 'latitude': 23.0703271, 'elevation_m': 189.5}","{'code': 'S002', 'longitude': 109.2585519, 'latitude': 23.0703271, 'elevation_m': 189.5}",219.5,308.9542541503906
P00005,leg2-cruise,1458.6957649514254,1954.3809995073432,"{'code': 'S002', 'longitude': 109.2585519, 'latitude': 23.0703271, 'elevation_m': 189.5}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",308.9542541503906,308.9542541503906
P00005,leg2-descent,1954.3809995073432,2045.0081265825386,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",308.9542541503906,127.7
P00009,leg1-climb,4456.0,4564.2156665039065,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,398.2391662597656
P00009,leg1-cruise,4564.2156665039065,5080.593162604013,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}",398.2391662597656,398.2391662597656
P00009,leg1-descent,5080.593162604013,5165.562745733896,"{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}","{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}",398.2391662597656,228.3
P00009,S004-handoff,5165.562745733896,5561.562745733896,"{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}","{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}",228.3,228.3
P00009,leg2-climb,5561.562745733896,5629.538412237802,"{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}","{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}",228.3,398.2391662597656
P00009,leg2-cruise,5629.538412237802,6145.915908337908,"{'code': 'S004', 'longitude': 109.2381714, 'latitude': 23.0778414, 'elevation_m': 198.3}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",398.2391662597656,398.2391662597656
P00009,leg2-descent,6145.915908337908,6281.185491467791,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",398.2391662597656,127.7
P00010,leg1-climb,5939.0,6018.48435546875,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,326.410888671875
P00010,leg1-cruise,6018.48435546875,6371.952364212089,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}",326.410888671875,326.410888671875
P00010,leg1-descent,6371.952364212089,6437.657808548027,"{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}","{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}",326.410888671875,195.0
P00010,S005-handoff,6437.657808548027,6833.657808548027,"{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}","{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}",195.0,195.0
P00010,leg2-climb,6833.657808548027,6886.222164016777,"{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}","{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}",195.0,326.410888671875
P00010,leg2-cruise,6886.222164016777,7239.690172760116,"{'code': 'S005', 'longitude': 109.2283003, 'latitude': 23.0561338, 'elevation_m': 165.0}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",326.410888671875,326.410888671875
P00010,leg2-descent,7239.690172760116,7339.045617096053,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",326.410888671875,127.7
P00014,leg1-climb,6169.0,6224.176304117838,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,293.2289123535156
P00014,leg1-cruise,6224.176304117838,6605.688330332148,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}",293.2289123535156,293.2289123535156
P00014,leg1-descent,6605.688330332148,6630.979895273555,"{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}","{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}",293.2289123535156,230.0
P00014,S009-handoff,6630.979895273555,6870.979895273555,"{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}","{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}",230.0,230.0
P00014,leg2-climb,6870.979895273555,6892.056199391393,"{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}","{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}",230.0,293.2289123535156
P00014,leg2-cruise,6892.056199391393,7273.568225605703,"{'code': 'S009', 'longitude': 109.2541424, 'latitude': 23.0552989, 'elevation_m': 200.0}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",293.2289123535156,293.2289123535156
P00014,leg2-descent,7273.568225605703,7339.77979054711,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",293.2289123535156,127.7
P00018,leg1-climb,6381.0,6436.887251790365,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,295.36175537109375
P00018,leg1-cruise,6436.887251790365,6624.697366800472,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}",295.36175537109375,295.36175537109375
P00018,leg1-descent,6624.697366800472,6658.002068948909,"{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}","{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}",295.36175537109375,212.1
P00018,S011-handoff,6658.002068948909,6898.002068948909,"{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}","{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}",212.1,212.1
P00018,leg2-climb,6898.002068948909,6925.755987405941,"{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}","{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}",212.1,295.36175537109375
P00018,leg2-cruise,6925.755987405941,7113.566102416048,"{'code': 'S011', 'longitude': 109.2203356, 'latitude': 23.0319231, 'elevation_m': 182.1}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",295.36175537109375,295.36175537109375
P00018,leg2-descent,7113.566102416048,7180.6308045644855,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",295.36175537109375,127.7
P00020,leg1-climb,429.0,524.200331624349,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,413.3009948730469
P00020,leg1-cruise,524.200331624349,1017.43030237684,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S012', 'longitude': 109.2831357, 'latitude': 23.054464, 'elevation_m': 249.8}",413.3009948730469,413.3009948730469
P00020,leg1-descent,1017.43030237684,1070.8307003260588,"{'code': 'S012', 'longitude': 109.2831357, 'latitude': 23.054464, 'elevation_m': 249.8}","{'code': 'S012', 'longitude': 109.2831357, 'latitude': 23.054464, 'elevation_m': 249.8}",413.3009948730469,279.8
P00020,S012-handoff,1070.8307003260588,1310.8307003260588,"{'code': 'S012', 'longitude': 109.2831357, 'latitude': 23.054464, 'elevation_m': 249.8}","{'code': 'S012', 'longitude': 109.2831357, 'latitude': 23.054464, 'elevation_m': 249.8}",279.8,279.8
P00020,leg2-climb,1310.8307003260588,1355.3310319504078,"{'code': 'S012', 'longitude': 109.2831357, 'latitude': 23.054464, 'elevation_m': 249.8}","{'code': 'S012', 'longitude': 109.2831357, 'latitude': 23.054464, 'elevation_m': 249.8}",279.8,413.3009948730469
P00020,leg2-cruise,1355.3310319504078,1848.5610027028988,"{'code': 'S012', 'longitude': 109.2831357, 'latitude': 23.054464, 'elevation_m': 249.8}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",413.3009948730469,413.3009948730469
P00020,leg2-descent,1848.5610027028988,1962.8014006521175,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",413.3009948730469,127.7
P00024,leg1-climb,390.0,544.7491292317709,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,591.9473876953125
P00024,leg1-cruise,544.7491292317709,905.4769355230642,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S014', 'longitude': 109.2835966, 'latitude': 23.0052097, 'elevation_m': 321.0}",591.9473876953125,591.9473876953125
P00024,leg1-descent,905.4769355230642,1001.8558906011892,"{'code': 'S014', 'longitude': 109.2835966, 'latitude': 23.0052097, 'elevation_m': 321.0}","{'code': 'S014', 'longitude': 109.2835966, 'latitude': 23.0052097, 'elevation_m': 321.0}",591.9473876953125,351.0
P00024,S014-handoff,1001.8558906011892,1241.8558906011892,"{'code': 'S014', 'longitude': 109.2835966, 'latitude': 23.0052097, 'elevation_m': 321.0}","{'code': 'S014', 'longitude': 109.2835966, 'latitude': 23.0052097, 'elevation_m': 321.0}",351.0,351.0
P00024,leg2-climb,1241.8558906011892,1322.1716864996267,"{'code': 'S014', 'longitude': 109.2835966, 'latitude': 23.0052097, 'elevation_m': 321.0}","{'code': 'S014', 'longitude': 109.2835966, 'latitude': 23.0052097, 'elevation_m': 321.0}",351.0,591.9473876953125
P00024,leg2-cruise,1322.1716864996267,1682.89949279092,"{'code': 'S014', 'longitude': 109.2835966, 'latitude': 23.0052097, 'elevation_m': 321.0}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",591.9473876953125,591.9473876953125
P00024,leg2-descent,1682.89949279092,1868.598447869045,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",591.9473876953125,127.7
P00026,leg1-climb,4339.0,4487.033085123698,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,571.7992553710938
P00026,leg1-cruise,4487.033085123698,4888.307348359567,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S015', 'longitude': 109.1923786, 'latitude': 23.0494548, 'elevation_m': 444.5}",571.7992553710938,571.7992553710938
P00026,leg1-descent,4888.307348359567,4927.227050508005,"{'code': 'S015', 'longitude': 109.1923786, 'latitude': 23.0494548, 'elevation_m': 444.5}","{'code': 'S015', 'longitude': 109.1923786, 'latitude': 23.0494548, 'elevation_m': 444.5}",571.7992553710938,474.5
P00026,S015-handoff,4927.227050508005,5167.227050508005,"{'code': 'S015', 'longitude': 109.1923786, 'latitude': 23.0494548, 'elevation_m': 444.5}","{'code': 'S015', 'longitude': 109.1923786, 'latitude': 23.0494548, 'elevation_m': 444.5}",474.5,474.5
P00026,leg2-climb,5167.227050508005,5199.660135631703,"{'code': 'S015', 'longitude': 109.1923786, 'latitude': 23.0494548, 'elevation_m': 444.5}","{'code': 'S015', 'longitude': 109.1923786, 'latitude': 23.0494548, 'elevation_m': 444.5}",474.5,571.7992553710938
P00026,leg2-cruise,5199.660135631703,5600.934398867573,"{'code': 'S015', 'longitude': 109.1923786, 'latitude': 23.0494548, 'elevation_m': 444.5}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",571.7992553710938,571.7992553710938
P00026,leg2-descent,5600.934398867573,5778.57410101601,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",571.7992553710938,127.7
P00028,leg1-climb,2454.0,2535.736444091797,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,372.9093322753906
P00028,leg1-cruise,2535.736444091797,3076.367989753659,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}",372.9093322753906,372.9093322753906
P00028,leg1-descent,3076.367989753659,3117.171722663815,"{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}","{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}",372.9093322753906,270.9
P00028,S008-handoff,3117.171722663815,3357.171722663815,"{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}","{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}",270.9,270.9
P00028,leg2-climb,3357.171722663815,3391.174833422279,"{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}","{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}",270.9,372.9093322753906
P00028,leg2-cruise,3391.174833422279,3931.806379084141,"{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",372.9093322753906,372.9093322753906
P00028,leg2-descent,3931.806379084141,4029.8901119942975,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",372.9093322753906,127.7
P00030,leg1-climb,4390.0,4471.736444091797,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,372.9093322753906
P00030,leg1-cruise,4471.736444091797,5012.3679897536595,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}",372.9093322753906,372.9093322753906
P00030,leg1-descent,5012.3679897536595,5053.171722663816,"{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}","{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}",372.9093322753906,270.9
P00030,S008-handoff,5053.171722663816,5263.171722663816,"{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}","{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}",270.9,270.9
P00030,leg2-climb,5263.171722663816,5297.174833422279,"{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}","{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}",270.9,372.9093322753906
P00030,leg2-cruise,5297.174833422279,5837.806379084142,"{'code': 'S008', 'longitude': 109.2127472, 'latitude': 23.0795113, 'elevation_m': 240.9}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",372.9093322753906,372.9093322753906
P00030,leg2-descent,5837.806379084142,5935.8901119942975,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",372.9093322753906,127.7
P00041,leg1-climb,2397.0,2541.701379394531,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,561.8041381835938
P00041,leg1-cruise,2541.701379394531,3146.791010258254,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}",561.8041381835938,561.8041381835938
P00041,leg1-descent,3146.791010258254,3236.1126655316916,"{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}","{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}",561.8041381835938,338.5
P00041,S003-handoff,3236.1126655316916,3446.1126655316916,"{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}","{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}",338.5,338.5
P00041,leg2-climb,3446.1126655316916,3520.5473782595564,"{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}","{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}",338.5,561.8041381835938
P00041,leg2-cruise,3520.5473782595564,4125.637009123279,"{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",561.8041381835938,561.8041381835938
P00041,leg2-descent,4125.637009123279,4299.2786643967165,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",561.8041381835938,127.7
P00044,leg1-climb,2526.0,2699.6416552734377,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,561.8041381835938
P00044,leg1-cruise,2699.6416552734377,3183.713359964416,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}",561.8041381835938,561.8041381835938
P00044,leg1-descent,3183.713359964416,3295.365429056213,"{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}","{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}",561.8041381835938,338.5
P00044,S003-handoff,3295.365429056213,3691.365429056213,"{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}","{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}",338.5,338.5
P00044,leg2-climb,3691.365429056213,3780.6870843296506,"{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}","{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}",338.5,561.8041381835938
P00044,leg2-cruise,3780.6870843296506,4264.758789020629,"{'code': 'S003', 'longitude': 109.1688578, 'latitude': 23.0402714, 'elevation_m': 308.5}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",561.8041381835938,561.8041381835938
P00044,leg2-descent,4264.758789020629,4481.810858112425,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",561.8041381835938,127.7
P00053,leg1-climb,1553.0,1632.465946451823,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}",127.7,366.09783935546875
P00053,leg1-cruise,1632.465946451823,1897.5520554731477,"{'code': 'O01', 'longitude': 109.2308517, 'latitude': 23.0085095, 'elevation_m': 127.7}","{'code': 'S006', 'longitude': 109.1997836, 'latitude': 23.007714, 'elevation_m': 284.8}",366.09783935546875,366.09783935546875
