sortie,phase,start_s,end_s,start_longitude,start_latitude,end_longitude,end_latitude,start_altitude_m,end_altitude_m
Q23-002,leg2-descent,1295.7671114345628,1307.134396590813,109.1923786,23.0494548,109.1923786,23.0494548,502.918212890625,474.5
Q23-002,S015-handoff,1307.134396590813,1487.134396590813,109.1923786,23.0494548,109.1923786,23.0494548,474.5,474.5
Q23-002,leg3-climb,1487.134396590813,1519.567481714511,109.1923786,23.0494548,109.1923786,23.0494548,474.5,571.7992553710938
Q23-002,leg3-cruise,1519.567481714511,1920.8417449503802,109.1923786,23.0494548,109.2308517,23.0085095,571.7992553710938,571.7992553710938
Q23-002,leg3-descent,1920.8417449503802,2098.4814470988176,109.2308517,23.0085095,109.2308517,23.0085095,571.7992553710938,127.7
Q23-003,leg1-climb,360.0,455.20033162434896,109.2308517,23.0085095,109.2308517,23.0085095,127.7,413.3009948730469
Q23-003,leg1-cruise,455.20033162434896,1071.7377950649627,109.2308517,23.0085095,109.2831357,23.054464,413.3009948730469,413.3009948730469
Q23-003,leg1-descent,1071.7377950649627,1125.1381930141815,109.2831357,23.054464,109.2831357,23.054464,413.3009948730469,279.8
Q23-003,S012-handoff,1125.1381930141815,1335.1381930141815,109.2831357,23.054464,109.2831357,23.054464,279.8,279.8
Q23-003,leg2-climb,1335.1381930141815,1379.6385246385305,109.2831357,23.054464,109.2831357,23.054464,279.8,413.3009948730469
Q23-003,leg2-cruise,1379.6385246385305,1996.1759880791442,109.2831357,23.054464,109.2308517,23.0085095,413.3009948730469,413.3009948730469
Q23-003,leg2-descent,1996.1759880791442,2110.416386028363,109.2308517,23.0085095,109.2308517,23.0085095,413.3009948730469,127.7
Q23-004,leg1-climb,2682.0,2836.749129231771,109.2308517,23.0085095,109.2308517,23.0085095,127.7,591.9473876953125
Q23-004,leg1-cruise,2836.749129231771,3287.6588870958876,109.2308517,23.0085095,109.2835966,23.0052097,591.9473876953125,591.9473876953125
Q23-004,leg1-descent,3287.6588870958876,3384.0378421740124,109.2835966,23.0052097,109.2835966,23.0052097,591.9473876953125,351.0
Q23-004,S014-handoff,3384.0378421740124,3594.0378421740124,109.2835966,23.0052097,109.2835966,23.0052097,351.0,351.0
Q23-004,leg2-climb,3594.0378421740124,3674.35363807245,109.2835966,23.0052097,109.2835966,23.0052097,351.0,591.9473876953125
Q23-004,leg2-cruise,3674.35363807245,4125.263395936567,109.2835966,23.0052097,109.2308517,23.0085095,591.9473876953125,591.9473876953125
Q23-004,leg2-descent,4125.263395936567,4310.962351014692,109.2308517,23.0085095,109.2308517,23.0085095,591.9473876953125,127.7
Q23-005,leg1-climb,2510.386,2600.8799412434896,109.2308517,23.0085095,109.2308517,23.0085095,127.7,399.18182373046875
Q23-005,leg1-cruise,2600.8799412434896,2924.127074570811,109.2308517,23.0085095,109.2713839,23.0310882,399.18182373046875,399.18182373046875
Q23-005,leg1-descent,2924.127074570811,2943.119804062999,109.2713839,23.0310882,109.2713839,23.0310882,399.18182373046875,351.7
Q23-005,S013-handoff,2943.119804062999,3153.119804062999,109.2713839,23.0310882,109.2713839,23.0310882,351.7,351.7
Q23-005,leg2-climb,3153.119804062999,3159.9861309672956,109.2713839,23.0310882,109.2713839,23.0310882,351.7,372.2989807128906
Q23-005,leg2-cruise,3159.9861309672956,3374.5643567345587,109.2713839,23.0310882,109.2541424,23.0552989,372.2989807128906,372.2989807128906
Q23-005,leg2-descent,3374.5643567345587,3431.483949019715,109.2541424,23.0552989,109.2541424,23.0552989,372.2989807128906,230.0
Q23-005,S009-handoff,3431.483949019715,3611.483949019715,109.2541424,23.0552989,109.2541424,23.0552989,230.0,230.0
Q23-005,leg3-climb,3611.483949019715,3632.5602531375534,109.2541424,23.0552989,109.2541424,23.0552989,230.0,293.2289123535156
Q23-005,leg3-cruise,3632.5602531375534,4014.0722793518635,109.2541424,23.0552989,109.2308517,23.0085095,293.2289123535156,293.2289123535156
Q23-005,leg3-descent,4014.0722793518635,4080.28384429327,109.2308517,23.0085095,109.2308517,23.0085095,293.2289123535156,127.7
Q23-006,leg1-climb,360.0,420.4180847167969,109.2308517,23.0085095,109.2308517,23.0085095,127.7,308.9542541503906
Q23-006,leg1-cruise,420.4180847167969,1040.024627911694,109.2308517,23.0085095,109.2585519,23.0703271,308.9542541503906,308.9542541503906
Q23-006,leg1-descent,1040.024627911694,1075.8063295718503,109.2585519,23.0703271,109.2585519,23.0703271,308.9542541503906,219.5
Q23-006,S002-handoff,1075.8063295718503,1285.8063295718503,109.2585519,23.0703271,109.2585519,23.0703271,219.5,219.5
Q23-006,leg2-climb,1285.8063295718503,1315.6244142886471,109.2585519,23.0703271,109.2585519,23.0703271,219.5,308.9542541503906
Q23-006,leg2-cruise,1315.6244142886471,1935.2309574835444,109.2585519,23.0703271,109.2308517,23.0085095,308.9542541503906,308.9542541503906
Q23-006,leg2-descent,1935.2309574835444,2007.7326591437006,109.2308517,23.0085095,109.2308517,23.0085095,308.9542541503906,127.7
Q23-007,leg1-climb,3015.0,3094.465946451823,109.2308517,23.0085095,109.2308517,23.0085095,127.7,366.09783935546875
Q23-007,leg1-cruise,3094.465946451823,3359.552055473148,109.2308517,23.0085095,109.1997836,23.007714,366.09783935546875,366.09783935546875
Q23-007,leg1-descent,3359.552055473148,3380.0711912153356,109.1997836,23.007714,109.1997836,23.007714,366.09783935546875,314.8
Q23-007,S006-handoff,3380.0711912153356,3590.0711912153356,109.1997836,23.007714,109.1997836,23.007714,314.8,314.8
Q23-007,leg2-climb,3590.0711912153356,3607.170471000492,109.1997836,23.007714,109.1997836,23.007714,314.8,366.09783935546875
Q23-007,leg2-cruise,3607.170471000492,3872.2565800218167,109.1997836,23.007714,109.2308517,23.0085095,366.09783935546875,366.09783935546875
Q23-007,leg2-descent,3872.2565800218167,3967.615715764004,109.2308517,23.0085095,109.2308517,23.0085095,366.09783935546875,127.7
Q23-008,leg1-climb,1554.0,1602.4522033691405,109.2308517,23.0085095,109.2308517,23.0085095,127.7,273.0566101074219
Q23-008,leg1-cruise,1602.4522033691405,1857.7364805598827,109.2308517,23.0085095,109.2432319,23.0335927,273.0566101074219,273.0566101074219
Q23-008,leg1-descent,1857.7364805598827,1893.3591246028514,109.2432319,23.0335927,109.2432319,23.0335927,273.0566101074219,184.0
Q23-008,S001-handoff,1893.3591246028514,2133.3591246028514,109.2432319,23.0335927,109.2432319,23.0335927,184.0,184.0
Q23-008,leg2-climb,2133.3591246028514,2163.0446613053255,109.2432319,23.0335927,109.2432319,23.0335927,184.0,273.0566101074219
Q23-008,leg2-cruise,2163.0446613053255,2418.3289384960676,109.2432319,23.0335927,109.2308517,23.0085095,273.0566101074219,273.0566101074219
Q23-008,leg2-descent,2418.3289384960676,2476.4715825390363,109.2308517,23.0085095,109.2308517,23.0085095,273.0566101074219,127.7
Q23-009,leg1-climb,5282.489,5427.190379394531,109.2308517,23.0085095,109.2308517,23.0085095,127.7,561.8041381835938
Q23-009,leg1-cruise,5427.190379394531,6032.280010258254,109.2308517,23.0085095,109.1688578,23.0402714,561.8041381835938,561.8041381835938
Q23-009,leg1-descent,6032.280010258254,6121.601665531692,109.1688578,23.0402714,109.1688578,23.0402714,561.8041381835938,338.5
Q23-009,S003-handoff,6121.601665531692,6331.601665531692,109.1688578,23.0402714,109.1688578,23.0402714,338.5,338.5
Q23-009,leg2-climb,6331.601665531692,6406.036378259556,109.1688578,23.0402714,109.1688578,23.0402714,338.5,561.8041381835938
Q23-009,leg2-cruise,6406.036378259556,7011.126009123279,109.1688578,23.0402714,109.2308517,23.0085095,561.8041381835938,561.8041381835938
Q23-009,leg2-descent,7011.126009123279,7184.767664396716,109.2308517,23.0085095,109.2308517,23.0085095,561.8041381835938,127.7
Q23-010,leg1-climb,4440.284,4530.463722086588,109.2308517,23.0085095,109.2308517,23.0085095,127.7,398.2391662597656
Q23-010,leg1-cruise,4530.463722086588,5046.841218186694,109.2308517,23.0085095,109.2381714,23.0778414,398.2391662597656,398.2391662597656
Q23-010,leg1-descent,5046.841218186694,5114.8168846906,109.2381714,23.0778414,109.2381714,23.0778414,398.2391662597656,228.3
Q23-010,S004-handoff,5114.8168846906,5324.8168846906,109.2381714,23.0778414,109.2381714,23.0778414,228.3,228.3
Q23-010,leg2-climb,5324.8168846906,5381.4632734438555,109.2381714,23.0778414,109.2381714,23.0778414,228.3,398.2391662597656
Q23-010,leg2-cruise,5381.4632734438555,5897.840769543962,109.2381714,23.0778414,109.2308517,23.0085095,398.2391662597656,398.2391662597656
Q23-010,leg2-descent,5897.840769543962,6006.056436047868,109.2308517,23.0085095,109.2308517,23.0085095,398.2391662597656,127.7
Q23-011,leg1-climb,6259.0,6340.736444091797,109.2308517,23.0085095,109.2308517,23.0085095,127.7,372.9093322753906
Q23-011,leg1-cruise,6340.736444091797,6881.3679897536595,109.2308517,23.0085095,109.2127472,23.0795113,372.9093322753906,372.9093322753906
Q23-011,leg1-descent,6881.3679897536595,6922.171722663816,109.2127472,23.0795113,109.2127472,23.0795113,372.9093322753906,270.9
Q23-011,S008-handoff,6922.171722663816,7132.171722663816,109.2127472,23.0795113,109.2127472,23.0795113,270.9,270.9
Q23-011,leg2-climb,7132.171722663816,7166.174833422279,109.2127472,23.0795113,109.2127472,23.0795113,270.9,372.9093322753906
Q23-011,leg2-cruise,7166.174833422279,7706.806379084142,109.2127472,23.0795113,109.2308517,23.0085095,372.9093322753906,372.9093322753906
Q23-011,leg2-descent,7706.806379084142,7804.8901119942975,109.2308517,23.0085095,109.2308517,23.0085095,372.9093322753906,127.7
Q23-012,leg1-climb,6366.057,6514.0900851236975,109.2308517,23.0085095,109.2308517,23.0085095,127.7,571.7992553710938
Q23-012,leg1-cruise,6514.0900851236975,6915.364348359567,109.2308517,23.0085095,109.1923786,23.0494548,571.7992553710938,571.7992553710938
Q23-012,leg1-descent,6915.364348359567,6954.284050508005,109.1923786,23.0494548,109.1923786,23.0494548,571.7992553710938,474.5
Q23-012,S015-handoff,6954.284050508005,7164.284050508005,109.1923786,23.0494548,109.1923786,23.0494548,474.5,474.5
Q23-012,leg2-climb,7164.284050508005,7196.717135631703,109.1923786,23.0494548,109.1923786,23.0494548,474.5,571.7992553710938
Q23-012,leg2-cruise,7196.717135631703,7597.991398867573,109.1923786,23.0494548,109.2308517,23.0085095,571.7992553710938,571.7992553710938
Q23-012,leg2-descent,7597.991398867573,7775.63110101601,109.2308517,23.0085095,109.2308517,23.0085095,571.7992553710938,127.7
Q23-013,leg1-climb,390.0,445.1763041178385,109.2308517,23.0085095,109.2308517,23.0085095,127.7,293.2289123535156
Q23-013,leg1-cruise,445.1763041178385,826.6883303321488,109.2308517,23.0085095,109.2541424,23.0552989,293.2289123535156,293.2289123535156
Q23-013,leg1-descent,826.6883303321488,851.979895273555,109.2541424,23.0552989,109.2541424,23.0552989,293.2289123535156,230.0
Q23-013,S009-handoff,851.979895273555,1061.979895273555,109.2541424,23.0552989,109.2541424,23.0552989,230.0,230.0
Q23-013,leg2-climb,1061.979895273555,1105.619767506628,109.2541424,23.0552989,109.2541424,23.0552989,230.0,360.91961669921875
Q23-013,leg2-cruise,1105.619767506628,1303.4778554334014,109.2541424,23.0552989,109.2831357,23.054464,360.91961669921875,360.91961669921875
Q23-013,leg2-descent,1303.4778554334014,1335.9257021130888,109.2831357,23.054464,109.2831357,23.054464,360.91961669921875,279.8
Q23-013,S012-handoff,1335.9257021130888,1515.9257021130888,109.2831357,23.054464,109.2831357,23.054464,279.8,279.8
Q23-013,leg3-climb,1515.9257021130888,1560.4260337374378,109.2831357,23.054464,109.2831357,23.054464,279.8,413.3009948730469
Q23-013,leg3-cruise,1560.4260337374378,2053.656004489929,109.2831357,23.054464,109.2308517,23.0085095,413.3009948730469,413.3009948730469
Q23-013,leg3-descent,2053.656004489929,2167.8964024391476,109.2308517,23.0085095,109.2308517,23.0085095,413.3009948730469,127.7
Q23-014,leg1-climb,4847.0,4913.236962890625,109.2308517,23.0085095,109.2308517,23.0085095,127.7,326.410888671875
Q23-014,leg1-cruise,4913.236962890625,5355.071973819799,109.2308517,23.0085095,109.2283003,23.0561338,326.410888671875,326.410888671875
Q23-014,leg1-descent,5355.071973819799,5407.636329288549,109.2283003,23.0561338,109.2283003,23.0561338,326.410888671875,195.0
Q23-014,S005-handoff,5407.636329288549,5617.636329288549,109.2283003,23.0561338,109.2283003,23.0561338,195.0,195.0
Q23-014,leg2-climb,5617.636329288549,5661.439958845841,109.2283003,23.0561338,109.2283003,23.0561338,195.0,326.410888671875
Q23-014,leg2-cruise,5661.439958845841,6103.274969775014,109.2283003,23.0561338,109.2308517,23.0085095,326.410888671875,326.410888671875
Q23-014,leg2-descent,6103.274969775014,6182.759325243765,109.2308517,23.0085095,109.2308517,23.0085095,326.410888671875,127.7
Q23-015,leg1-climb,6543.0,6598.887251790365,109.2308517,23.0085095,109.2308517,23.0085095,127.7,295.36175537109375
Q23-015,leg1-cruise,6598.887251790365,6833.649895552999,109.2308517,23.0085095,109.2203356,23.0319231,295.36175537109375,295.36175537109375
Q23-015,leg1-descent,6833.649895552999,6866.954597701436,109.2203356,23.0319231,109.2203356,23.0319231,295.36175537109375,212.1
Q23-015,S011-handoff,6866.954597701436,7076.954597701436,109.2203356,23.0319231,109.2203356,23.0319231,212.1,212.1
Q23-015,leg2-climb,7076.954597701436,7104.708516158467,109.2203356,23.0319231,109.2203356,23.0319231,212.1,295.36175537109375
Q23-015,leg2-cruise,7104.708516158467,7339.471159921101,109.2203356,23.0319231,109.2308517,23.0085095,295.36175537109375,295.36175537109375
Q23-015,leg2-descent,7339.471159921101,7406.535862069539,109.2308517,23.0085095,109.2308517,23.0085095,295.36175537109375,127.7
Q23-016,leg1-climb,540.0,598.1426440429688,109.2308517,23.0085095,109.2308517,23.0085095,127.7,273.0566101074219
Q23-016,leg1-cruise,598.1426440429688,802.3700657955625,109.2308517,23.0085095,109.2432319,23.0335927,273.0566101074219,273.0566101074219
Q23-016,leg1-descent,802.3700657955625,846.8983708492734,109.2432319,23.0335927,109.2432319,23.0335927,273.0566101074219,184.0
Q23-016,S001-handoff,846.8983708492734,1314.8983708492733,109.2432319,23.0335927,109.2432319,23.0335927,184.0,184.0
Q23-016,leg2-climb,1314.8983708492733,1350.521014892242,109.2432319,23.0335927,109.2432319,23.0335927,184.0,273.0566101074219
Q23-016,leg2-cruise,1350.521014892242,1554.7484366448357,109.2432319,23.0335927,109.2308517,23.0085095,273.0566101074219,273.0566101074219
Q23-016,leg2-descent,1554.7484366448357,1627.4267416985467,109.2308517,23.0085095,109.2308517,23.0085095,273.0566101074219,127.7
Q23-017,leg1-climb,420.0,478.14264404296875,109.2308517,23.0085095,109.2308517,23.0085095,127.7,273.0566101074219
Q23-017,leg1-cruise,478.14264404296875,682.3700657955625,109.2308517,23.0085095,109.2432319,23.0335927,273.0566101074219,273.0566101074219
Q23-017,leg1-descent,682.3700657955625,726.8983708492734,109.2432319,23.0335927,109.2432319,23.0335927,273.0566101074219,184.0
Q23-017,S001-handoff,726.8983708492734,1050.8983708492733,109.2432319,23.0335927,109.2432319,23.0335927,184.0,184.0
Q23-017,leg2-climb,1050.8983708492733,1086.521014892242,109.2432319,23.0335927,109.2432319,23.0335927,184.0,273.0566101074219
Q23-017,leg2-cruise,1086.521014892242,1290.7484366448357,109.2432319,23.0335927,109.2308517,23.0085095,273.0566101074219,273.0566101074219
Q23-017,leg2-descent,1290.7484366448357,1363.4267416985467,109.2308517,23.0085095,109.2308517,23.0085095,273.0566101074219,127.7
Q23-018,leg1-climb,330.0,385.8872517903646,109.2308517,23.0085095,109.2308517,23.0085095,127.7,295.36175537109375
Q23-018,leg1-cruise,385.8872517903646,620.6498955529988,109.2308517,23.0085095,109.2203356,23.0319231,295.36175537109375,295.36175537109375
Q23-018,leg1-descent,620.6498955529988,653.9545977014363,109.2203356,23.0319231,109.2203356,23.0319231,295.36175537109375,212.1
Q23-018,S011-handoff,653.9545977014363,833.9545977014363,109.2203356,23.0319231,109.2203356,23.0319231,212.1,212.1
Q23-018,leg2-climb,833.9545977014363,861.7085161584675,109.2203356,23.0319231,109.2203356,23.0319231,212.1,295.36175537109375
Q23-018,leg2-cruise,861.7085161584675,1096.4711599211018,109.2203356,23.0319231,109.2308517,23.0085095,295.36175537109375,295.36175537109375
Q23-018,leg2-descent,1096.4711599211018,1163.5358620695392,109.2308517,23.0085095,109.2308517,23.0085095,295.36175537109375,127.7
Q23-019,leg1-climb,3924.4809999999998,4003.9653554687497,109.2308517,23.0085095,109.2308517,23.0085095,127.7,326.410888671875
Q23-019,leg1-cruise,4003.9653554687497,4357.433364212088,109.2308517,23.0085095,109.2283003,23.0561338,326.410888671875,326.410888671875
Q23-019,leg1-descent,4357.433364212088,4423.138808548026,109.2283003,23.0561338,109.2283003,23.0561338,326.410888671875,195.0
Q23-019,S005-handoff,4423.138808548026,4747.138808548026,109.2283003,23.0561338,109.2283003,23.0561338,195.0,195.0
Q23-019,leg2-climb,4747.138808548026,4799.703164016776,109.2283003,23.0561338,109.2283003,23.0561338,195.0,326.410888671875
Q23-019,leg2-cruise,4799.703164016776,5153.171172760115,109.2283003,23.0561338,109.2308517,23.0085095,326.410888671875,326.410888671875
Q23-019,leg2-descent,5153.171172760115,5252.526617096052,109.2308517,23.0085095,109.2308517,23.0085095,326.410888671875,127.7
Q23-020,leg1-climb,2837.0,2927.4939412434896,109.2308517,23.0085095,109.2308517,23.0085095,127.7,399.18182373046875
Q23-020,leg1-cruise,2927.4939412434896,3331.552857902642,109.2308517,23.0085095,109.2713839,23.0310882,399.18182373046875,399.18182373046875
Q23-020,leg1-descent,3331.552857902642,3350.5455873948295,109.2713839,23.0310882,109.2713839,23.0310882,399.18182373046875,351.7
Q23-020,S013-handoff,3350.5455873948295,3530.5455873948295,109.2713839,23.0310882,109.2713839,23.0310882,351.7,351.7
Q23-020,leg2-climb,3530.5455873948295,3581.335711906548,109.2713839,23.0310882,109.2713839,23.0310882,351.7,504.07037353515625
Q23-020,leg2-cruise,3581.335711906548,3696.6151879742906,109.2713839,23.0310882,109.2760168,23.0194009,504.07037353515625,504.07037353515625
Q23-020,leg2-descent,3696.6151879742906,3757.603337388353,109.2760168,23.0194009,109.2760168,23.0194009,504.07037353515625,351.6
Q23-020,S010-handoff,3757.603337388353,3937.603337388353,109.2760168,23.0194009,109.2760168,23.0194009,351.6,351.6
Q23-020,leg3-climb,3937.603337388353,3965.61551593653,109.2760168,23.0194009,109.2760168,23.0194009,351.6,435.63653564453125
Q23-020,leg3-cruise,3965.61551593653,4363.81884107161,109.2760168,23.0194009,109.2308517,23.0085095,435.63653564453125,435.63653564453125
Q23-020,leg3-descent,4363.81884107161,4486.993455329422,109.2308517,23.0085095,109.2308517,23.0085095,435.63653564453125,127.7
Q23-021,leg1-climb,5424.275,5496.776701660156,109.2308517,23.0085095,109.2308517,23.0085095,127.7,308.9542541503906
Q23-021,leg1-cruise,5496.776701660156,5992.461936216073,109.2308517,23.0085095,109.2585519,23.0703271,308.9542541503906,308.9542541503906
Q23-021,leg1-descent,5992.461936216073,6037.189063291268,109.2585519,23.0703271,109.2585519,23.0703271,308.9542541503906,219.5
Q23-021,S002-handoff,6037.189063291268,6433.189063291268,109.2585519,23.0703271,109.2585519,23.0703271,219.5,219.5
Q23-021,leg2-climb,6433.189063291268,6468.970764951425,109.2585519,23.0703271,109.2585519,23.0703271,219.5,308.9542541503906
Q23-021,leg2-cruise,6468.970764951425,6964.655999507342,109.2585519,23.0703271,109.2308517,23.0085095,308.9542541503906,308.9542541503906
Q23-021,leg2-descent,6964.655999507342,7055.283126582537,109.2308517,23.0085095,109.2308517,23.0085095,308.9542541503906,127.7
Q23-022,leg1-climb,5762.527,5857.886135742187,109.2308517,23.0085095,109.2308517,23.0085095,127.7,366.09783935546875
Q23-022,leg1-cruise,5857.886135742187,6069.955022959247,109.2308517,23.0085095,109.1997836,23.007714,366.09783935546875,366.09783935546875
Q23-022,leg1-descent,6069.955022959247,6095.603942636982,109.1997836,23.007714,109.1997836,23.007714,366.09783935546875,314.8
Q23-022,S006-handoff,6095.603942636982,6419.603942636982,109.1997836,23.007714,109.1997836,23.007714,314.8,314.8
Q23-022,leg2-climb,6419.603942636982,6529.828473886982,109.1997836,23.007714,109.1997836,23.007714,314.8,590.361328125
Q23-022,leg2-cruise,6529.828473886982,6697.594698015178,109.1997836,23.007714,109.1928191,23.0294186,590.361328125,590.361328125
Q23-022,leg2-descent,6697.594698015178,6818.525362077678,109.1928191,23.0294186,109.1928191,23.0294186,590.361328125,348.5
Q23-022,S007-handoff,6818.525362077678,7106.525362077678,109.1928191,23.0294186,109.1928191,23.0294186,348.5,348.5
Q23-022,leg3-climb,7106.525362077678,7171.9146320972095,109.1928191,23.0294186,109.1928191,23.0294186,348.5,511.9731750488281
Q23-022,leg3-cruise,7171.9146320972095,7474.169825296373,109.1928191,23.0294186,109.2308517,23.0085095,511.9731750488281,511.9731750488281
Q23-022,leg3-descent,7474.169825296373,7666.306412820787,109.2308517,23.0085095,109.2308517,23.0085095,511.9731750488281,127.7
Q23-023,leg1-climb,2985.1549999999997,3083.238732910156,109.2308517,23.0085095,109.2308517,23.0085095,127.7,372.9093322753906
Q23-023,leg1-cruise,3083.238732910156,3623.8702785720184,109.2308517,23.0085095,109.2127472,23.0795113,372.9093322753906,372.9093322753906
Q23-023,leg1-descent,3623.8702785720184,3674.874944709714,109.2127472,23.0795113,109.2127472,23.0795113,372.9093322753906,270.9
Q23-023,S008-handoff,3674.874944709714,3962.874944709714,109.2127472,23.0795113,109.2127472,23.0795113,270.9,270.9
Q23-023,leg2-climb,3962.874944709714,4003.67867761987,109.2127472,23.0795113,109.2127472,23.0795113,270.9,372.9093322753906
Q23-023,leg2-cruise,4003.67867761987,4544.310223281732,109.2127472,23.0795113,109.2308517,23.0085095,372.9093322753906,372.9093322753906
Q23-023,leg2-descent,4544.310223281732,4666.914889419427,109.2308517,23.0085095,109.2308517,23.0085095,372.9093322753906,127.7
Q23-024,leg1-climb,8439.382,8547.597666503905,109.2308517,23.0085095,109.2308517,23.0085095,127.7,398.2391662597656
Q23-024,leg1-cruise,8547.597666503905,9063.975162604012,109.2308517,23.0085095,109.2381714,23.0778414,398.2391662597656,398.2391662597656
Q23-024,leg1-descent,9063.975162604012,9148.944745733896,109.2381714,23.0778414,109.2381714,23.0778414,398.2391662597656,228.3
Q23-024,S004-handoff,9148.944745733896,9472.944745733896,109.2381714,23.0778414,109.2381714,23.0778414,228.3,228.3
Q23-024,leg2-climb,9472.944745733896,9540.920412237801,109.2381714,23.0778414,109.2381714,23.0778414,228.3,398.2391662597656
Q23-024,leg2-cruise,9540.920412237801,10057.297908337907,109.2381714,23.0778414,109.2308517,23.0085095,398.2391662597656,398.2391662597656
Q23-024,leg2-descent,10057.297908337907,10192.56749146779,109.2308517,23.0085095,109.2308517,23.0085095,398.2391662597656,127.7
Q23-025,leg1-climb,7595.541,7769.182655273437,109.2308517,23.0085095,109.2308517,23.0085095,127.7,561.8041381835938
Q23-025,leg1-cruise,7769.182655273437,8253.254359964416,109.2308517,23.0085095,109.1688578,23.0402714,561.8041381835938,561.8041381835938
Q23-025,leg1-descent,8253.254359964416,8364.906429056213,109.1688578,23.0402714,109.1688578,23.0402714,561.8041381835938,338.5
Q23-025,S003-handoff,8364.906429056213,8760.906429056213,109.1688578,23.0402714,109.1688578,23.0402714,338.5,338.5
Q23-025,leg2-climb,8760.906429056213,8850.22808432965,109.1688578,23.0402714,109.1688578,23.0402714,338.5,561.8041381835938
Q23-025,leg2-cruise,8850.22808432965,9334.299789020628,109.1688578,23.0402714,109.2308517,23.0085095,561.8041381835938,561.8041381835938
Q23-025,leg2-descent,9334.299789020628,9551.351858112424,109.2308517,23.0085095,109.2308517,23.0085095,561.8041381835938,127.7
